frame_id,timestamp,num_features,depth_mean,depth_std
0,1773946624549.629,458,4339.471156861303,1813.3588151975882
1,1773946624882.6863,237,4070.257023136924,1566.569067370634
2,1773946624949.48,193,4028.9169700787625,1506.2279272214919
3,1773946625016.3193,175,3907.230008069116,1339.1894085732333
4,1773946625082.922,195,3685.0770879878805,1104.51389695386
5,1773946625149.8608,175,3506.6205285554624,914.1127578774621
6,1773946625216.491,271,3382.1894592388,765.7847408905383
7,1773946625282.9126,500,3323.2934462967646,705.2838377942469
8,1773946625349.8052,500,3320.2205307122244,698.5795022888328
9,1773946625416.611,284,3383.0183901974547,768.0094521854787
10,1773946625483.07,210,3519.321847830999,925.360559720104
11,1773946625549.88,175,3706.982608514393,1113.715180276846
12,1773946625616.8372,191,3929.2717581289535,1328.5963604271303
13,1773946625683.5813,231,4051.1731946360965,1465.8225047991205
14,1773946625750.363,249,4102.551121276279,1565.592637367765
15,1773946625816.933,253,4185.747431201813,1644.3592437214902
16,1773946625883.6104,220,4301.832502884159,1723.4507224038196
17,1773946625950.294,195,4331.546577675294,1758.6583981948643
18,1773946626016.9688,202,4306.777771931856,1767.6049573681494
19,1773946626084.058,452,4285.933103455548,1810.0379566520194
20,1773946626150.556,500,4271.002996352267,1845.8737058941065
21,1773946626217.4521,500,4251.130431569873,1830.1098621453893
22,1773946626283.8855,375,4248.214284963105,1813.980718936864
23,1773946626350.722,196,4252.6698894154815,1774.9613033877472
24,1773946626417.4788,201,4247.877928758167,1751.7534328078507
25,1773946626484.2136,238,4185.610386457042,1708.9510640872243
26,1773946626550.649,259,4116.524260626833,1642.7023122123858
27,1773946626617.4395,243,4065.421719912876,1545.3117625870375
28,1773946626684.0833,188,4022.6736076902507,1407.7007402204645
29,1773946626751.0293,200,3858.5004192689757,1267.0637488548387
30,1773946626817.7136,238,3676.4806426830837,1078.9912366883416
31,1773946626884.3103,356,3546.487139503223,952.3669057323598
32,1773946626951.0862,500,3477.173113068251,869.7618048399908
33,1773946627017.922,500,3471.8899455482383,871.2921214546891
34,1773946627084.6372,324,3531.8156765665094,960.7663029694224
35,1773946627151.381,227,3653.2147694617124,1079.6025052898678
36,1773946627217.978,176,3839.018705682404,1272.7897263536618
37,1773946627284.9648,194,4011.4533912567845,1413.6519258412388
38,1773946627351.5288,231,4071.391988504067,1529.7341933299783
39,1773946627418.3533,252,4157.003489136421,1614.9885509128464
40,1773946627485.0967,216,4280.082636336792,1701.856694855069
41,1773946627551.464,220,4348.947504541068,1737.4310371192266
42,1773946627618.1045,257,4360.488893424021,1734.1723231992044
43,1773946627685.192,378,4338.028976050908,1768.7960611211968
44,1773946627751.9285,500,4332.620981941627,1804.0685642594613
45,1773946627818.4763,500,4331.733937591299,1829.4607750251932
46,1773946627885.1792,500,4310.24410651204,1796.0494259328486
47,1773946627951.8252,356,4311.394166184895,1788.4105458443626
48,1773946628018.8516,246,4318.878233558312,1766.4220323386394
49,1773946628085.4507,219,4300.410364726871,1752.085269331993
50,1773946628152.2,246,4256.684721723327,1709.0406951675484
51,1773946628218.743,264,4170.184507192328,1625.3541605305722
52,1773946628285.295,270,4098.575610912398,1533.2402740409757
53,1773946628352.8894,217,4060.7068090598864,1426.2192842892389
54,1773946628419.276,195,3883.177322993013,1284.089456072248
55,1773946628485.7815,225,3668.703830041475,1068.5839644212651
56,1773946628552.517,285,3513.070285555671,903.7303298503244
57,1773946628619.3408,467,3420.491266709811,791.9321808205267
58,1773946628685.7466,500,3371.7036496958585,733.4906843844976
59,1773946628752.6765,500,3376.739134669231,756.1068941188211
60,1773946628819.3423,351,3435.9037335056596,849.2322116947757
61,1773946628886.044,253,3551.466070439752,982.4821497131642
62,1773946628952.6863,208,3729.06651444697,1173.2092698135273
63,1773946629019.558,198,3931.340346105275,1363.3647888293283
64,1773946629086.46,233,4007.1768298973657,1480.082359940566
65,1773946629153.2944,248,4064.8583135686217,1559.7795609498069
66,1773946629219.7878,264,4163.373021116424,1638.8904633130408
67,1773946629286.4175,222,4285.950144703429,1726.397110443697
68,1773946629353.678,221,4324.9201437807415,1757.9298321173183
69,1773946629420.1848,249,4310.383999606421,1777.7780132116893
70,1773946629486.4917,344,4259.884919380335,1819.4571480888317
71,1773946629553.287,500,4231.438642132203,1837.137327687191
72,1773946629620.369,500,4221.3006421708615,1867.4141109002387
73,1773946629686.626,500,4193.626062482212,1864.9423691579786
74,1773946629753.3044,448,4182.788710789626,1829.9322647788213
75,1773946629820.3208,265,4198.712981680354,1812.371053943416
76,1773946629886.9695,204,4209.9564714225735,1785.792988275345
77,1773946629953.469,214,4181.247600767754,1758.297902916298
78,1773946630020.5784,226,4083.7493229289485,1683.2477993606321
79,1773946630087.0496,247,3998.9962764167153,1599.2784488106265
80,1773946630153.7976,230,3942.1766258220046,1521.080268456604
81,1773946630220.161,177,3872.2312059494107,1398.0443292149616
82,1773946630287.2244,213,3674.697995418696,1213.3810699164117
83,1773946630354.7087,397,3529.823055505157,1067.1909292444368
84,1773946630421.298,500,3447.305696543807,996.2746558075203
85,1773946630487.2517,500,3434.7817560380154,996.7382755566271
86,1773946630554.0835,349,3466.5968042266904,1069.3078423234813
87,1773946630620.6829,345,3522.6416772862854,1187.644428405294
88,1773946630687.4453,327,3575.0994600679605,1304.2387568780882
89,1773946630754.14,325,3632.863410923792,1420.0101666932305
90,1773946630820.964,434,3673.8572650023752,1508.3435501198653
91,1773946630887.5183,500,3686.17368283942,1563.879556173494
92,1773946630955.636,500,3708.2989139072847,1579.8422018487506
93,1773946631021.11,500,3736.1578369601666,1591.308671073943
94,1773946631087.7207,500,3737.977199195601,1610.4177377513029
95,1773946631154.4636,495,3731.085537019066,1633.265489422162
96,1773946631221.1492,500,3717.304492005449,1646.9443158807774
97,1773946631287.8083,478,3724.7688211104232,1643.2079456743288
98,1773946631354.7336,500,3798.36566178561,1701.0489216557885
99,1773946631421.2593,500,3827.9499892496237,1721.6205552557494
100,1773946631487.9155,500,3807.4379512254663,1723.33576695131
101,1773946631554.899,500,3749.419098229478,1739.373506432774
102,1773946631621.7708,500,3686.6400767840037,1730.6203422631477
103,1773946631688.17,500,3687.093277482999,1732.5074408067094
104,1773946631755.062,500,3713.4982445400697,1715.8645537718717
105,1773946631821.593,500,3704.67446296816,1708.063197019724
106,1773946631888.2603,500,3686.6243128387073,1688.4258005993868
107,1773946631955.1736,500,3694.375497118029,1656.742678042859
108,1773946632021.8765,500,3684.068323806527,1630.1820427877506
109,1773946632088.5388,500,3651.0421279514057,1599.7239744213834
110,1773946632155.4895,500,3625.897561095213,1602.7897773373907
111,1773946632222.192,500,3579.321840648768,1592.7074000865307
112,1773946632288.67,475,3572.788038024914,1591.1254189678862
113,1773946632355.4204,499,3595.0079370622043,1569.4868727592766
114,1773946632422.0352,421,3608.9863559931064,1568.1324036964143
115,1773946632488.9392,411,3630.3206581007776,1557.1266349751695
116,1773946632555.4446,480,3642.831520901358,1589.495678659931
117,1773946632622.344,416,3625.4388922610547,1581.0461175361877
118,1773946632689.2275,425,3584.7007639244193,1600.9770078285253
119,1773946632755.7532,500,3567.579293956471,1646.7198226286132
120,1773946632822.4763,500,3540.369145460646,1641.088006432696
121,1773946632889.1108,500,3522.81156127774,1630.6684796251902
122,1773946632955.735,500,3518.4140535656297,1614.2092226183297
123,1773946633022.619,500,3526.2733622265673,1604.9295543940816
124,1773946633091.0583,500,3527.665073611165,1583.5531798806471
125,1773946633156.2852,500,3518.1274685309745,1595.287079466254
126,1773946633223.16,500,3486.5839569171007,1604.1583994247064
127,1773946633289.4023,490,3442.3033187084366,1584.6093070319212
128,1773946633356.192,500,3405.1759471698915,1572.9189509091336
129,1773946633422.7744,433,3401.8102927052287,1564.0904605890003
130,1773946633489.6526,410,3408.8068983166513,1536.5329913520638
131,1773946633556.2104,490,3428.1045866719896,1526.2125913968182
132,1773946633623.1233,500,3420.073625875287,1528.1433650623635
133,1773946633689.9873,412,3395.622472455156,1536.3727031573994
134,1773946633756.6033,500,3368.086336114269,1563.088529842889
135,1773946633823.1333,500,3364.4000064119004,1645.1090906026045
136,1773946633890.3132,500,3355.5282552570197,1643.4964102273566
137,1773946633956.9255,500,3338.185390257798,1547.9409549976413
138,1773946634023.5469,500,3344.4177051539123,1548.4927389989148
139,1773946634090.028,500,3347.8083994367103,1575.9310675355505
140,1773946634156.755,500,3331.932575460604,1520.9273166977705
141,1773946634224.0835,500,3329.5577172364674,1514.7503619401384
142,1773946634291.0767,375,3300.3580683828986,1545.2101504592365
143,1773946634356.8389,500,3285.793728976884,1555.6667668040684
144,1773946634423.7476,428,3276.1006027389376,1598.7135876134068
145,1773946634490.4272,448,3286.0147891574925,1804.1934884833554
146,1773946634557.0227,488,3272.886940976327,1662.1114663621172
147,1773946634623.8096,476,3285.3775462946214,1678.9306038278962
148,1773946634690.611,491,3300.567744661322,1942.0802159182683
149,1773946634757.856,306,3278.3614703557887,1913.2326626082597
150,1773946634824.4575,500,3248.0373064902974,1573.500904313521
151,1773946634891.0151,500,3252.3714755920787,1534.1076706038373
152,1773946634957.8127,500,3296.3635761685778,1538.653871770713
153,1773946635024.4172,500,3287.2133487030874,1563.2989814844354
154,1773946635091.0051,500,3276.6259383685283,1487.2133049020347
155,1773946635157.598,500,3296.6833022039596,1407.5505423715888
156,1773946635224.2566,500,3340.4383524315754,1996.8594585790981
157,1773946635291.1516,500,3296.5103341147033,1334.9225190126008
158,1773946635357.921,500,3254.436359605443,1443.4024379342484
159,1773946635424.4915,500,3190.2087701135306,1477.9623342458167
160,1773946635491.236,500,3123.290731351552,1475.4082558723742
161,1773946635557.907,488,3066.7735000298258,1470.9154279999832
162,1773946635625.516,500,2995.5151067680567,1326.591997030685
163,1773946635691.5308,463,2960.210946327684,1525.1091029348538
164,1773946635758.367,500,2945.008293876626,1773.8642004985218
165,1773946635825.0125,488,2889.401731423271,1747.114254899846
166,1773946635892.0386,425,2849.3425687780477,1694.0698887228618
167,1773946635958.4373,500,2798.5596940224336,1689.1980003760339
168,1773946636024.9253,500,2749.2786914348203,1646.3268669417052
169,1773946636158.6284,500,2623.9837509453346,1670.756996056906
170,1773946636225.3228,482,2593.7120161405514,1816.2408868236682
171,1773946636291.7537,490,2539.07932366665,1839.1871632047744
172,1773946636358.6255,500,2505.940645324013,1823.0469733738544
173,1773946636425.4011,500,2464.9032742239406,1792.9169649152454
174,1773946636492.0557,480,2422.099601680343,1826.5912079133757
175,1773946636559.008,492,2386.4247180937523,1861.148933790478
176,1773946636625.5605,338,2353.17957736286,1977.0594520451757
177,1773946636692.0967,339,2284.823800456415,1486.8869185409228
178,1773946636758.839,256,2241.7840813974976,1529.9049896845836
179,1773946636825.505,300,2228.070496800091,1425.9289149227152
180,1773946636892.404,296,2216.611060963883,1485.8145672535304
181,1773946636959.1753,211,2217.1669497551684,1693.4493038030846
182,1773946637026.0112,316,2169.876456435048,1384.4224316814489
183,1773946637093.1853,344,2163.102415115518,1360.0316686018764
184,1773946637159.5981,251,2124.4319327414278,1205.416575768852
185,1773946637225.8188,231,2062.3241744559864,1131.9913983017282
186,1773946637292.7075,182,1981.1836580621887,1049.4570945840958
187,1773946637359.4048,98,1828.9343639926071,805.9622437080467
188,1773946637426.1924,67,1685.6423354184847,402.7148384041091
189,1773946637492.7693,5,1748.4518127845986,567.4864732795021
190,1773946637559.4373,47,2027.213556238245,1825.8157530969413
191,1773946637626.1335,101,1994.8852734284724,1392.193240831712
192,1773946637692.838,228,2228.790668443693,2271.547193691644
193,1773946637759.5933,347,2575.8583111156686,2938.944797146442
194,1773946637826.3965,491,2754.2584651878587,3482.666690988965
195,1773946637893.4297,436,2704.1032427147056,3370.330397258916
196,1773946637960.1655,427,2724.677127657594,3065.5241407706935
197,1773946638026.595,433,2667.27480050383,2885.5404016044845
198,1773946638093.464,466,2640.2579290419244,3032.923444745516
199,1773946638160.768,455,2605.2021022474155,3223.166376499393
200,1773946638226.9717,419,2671.6864422425997,3722.2727014614834
201,1773946638293.621,428,2578.7642899256357,3284.9374723042165
202,1773946638360.2568,430,2566.851995448448,3525.826970853019
203,1773946638427.4995,364,2447.8528287576596,3468.970025011953
204,1773946638493.8523,299,2411.5220104140067,3210.5285045784954
205,1773946638560.2996,251,2268.3117052973444,2776.033641714505
206,1773946638627.1052,217,2176.548212402255,2525.016125559391
207,1773946638693.7568,175,2202.33552301529,2601.3390834594734
208,1773946638760.6877,50,2215.351200634394,2504.7767520817897
209,1773946638827.6765,59,2111.6210629487687,1434.5701686907305
210,1773946638893.973,40,2295.8960871002546,1501.9634661305054
211,1773946638960.6409,65,2544.6662087962136,1888.121360444383
212,1773946639027.3413,149,2925.6640207213172,2420.7613942478933
213,1773946639094.0967,254,3287.6979599133183,2555.044621667302
214,1773946639160.8264,296,3484.180596091561,2472.549474884685
215,1773946639227.8794,385,3604.216746959478,2435.6334733508697
216,1773946639294.5745,481,3669.678781130885,2463.4821341411684
217,1773946639361.0774,500,3759.469171104965,2755.2173102705883
218,1773946639427.764,500,3810.801841392427,2947.2564830026463
219,1773946639494.5269,500,3810.391814503244,2998.991168395006
220,1773946639561.194,500,3833.5097320230157,3250.788039752439
221,1773946639627.77,500,3915.522339917171,3669.255186204054
222,1773946639694.681,500,3908.5960497343963,3273.2332063229164
223,1773946639761.5388,500,3890.319127429837,3038.388062848548
224,1773946639828.1265,500,3824.4292367212643,2610.044113893676
225,1773946639894.864,438,3735.4519537169995,2597.0093674412456
226,1773946639961.5632,350,3546.759487933931,2393.710162109222
227,1773946640028.2908,331,3321.612359590833,2442.9469566761204
228,1773946640095.0256,291,2975.033224422454,2223.2937352668705
229,1773946640161.8975,226,2664.8932195697557,2151.3379031096065
230,1773946640228.4744,140,2286.9253547845756,1704.12846049551
231,1773946640295.1968,45,1825.2749296929928,1091.9570487417166
232,1773946640362.1702,13,1464.715064543268,475.0425524218422
233,1773946640428.9287,19,1314.147470576248,366.82341107937
234,1773946640495.4788,24,1311.23819471877,483.80460739728585
235,1773946640562.0486,30,1371.6098403667065,610.8965616804265
236,1773946640628.8992,51,1647.4825816168532,1018.1357874231586
237,1773946640695.6804,111,1810.9373823138017,1117.4560334041178
238,1773946640762.369,128,1912.2853529959261,1166.1555570792773
239,1773946640828.972,156,1960.2161382722986,1231.659532154751
240,1773946640895.6414,201,1966.3658348129793,1269.7849954964584
241,1773946640962.2473,123,1929.7933973594102,1220.9803626661935
242,1773946641029.0293,192,1948.2329186551144,1294.8243910762021
243,1773946641095.7488,164,1913.657723316058,1272.0248511753348
244,1773946641162.64,188,1897.229245165992,1330.0084746242524
245,1773946641229.4187,255,1893.7894944039178,1372.9555583207236
246,1773946641296.456,394,1919.4066448589588,1426.0050142417415
247,1773946641362.9849,442,1953.9326305590698,1468.2629840335264
248,1773946641429.5232,384,1998.8872751634253,1464.2099822816833
249,1773946641496.2651,417,2039.6463059583177,1453.0891760595034
250,1773946641562.8164,434,2097.964571159917,1412.3546843403574
251,1773946641629.5745,453,2137.9320828635155,1414.5493113632117
252,1773946641696.3,450,2107.536634868292,1371.1958476251139
253,1773946641762.8938,483,2090.7681752798358,1368.8189821413891
254,1773946641829.634,484,2111.3160947600727,1370.319629879842
255,1773946641896.726,488,2131.1300069717327,1349.9818821247577
256,1773946641963.5417,485,2156.7582986262823,1330.358542442227
257,1773946642030.0576,486,2220.3948201838157,1317.5581577596124
258,1773946642097.1482,479,2265.9997890415184,1344.0281718956976
259,1773946642163.4712,488,2291.929926844518,1337.9598193617617
260,1773946642230.3345,483,2244.8902476906123,1581.7736664897145
261,1773946642296.9475,485,2197.8637371585614,1379.693728302055
262,1773946642363.723,482,2194.4502257822132,1427.2755233400217
263,1773946642430.3816,480,2192.838884250919,1472.6373355914836
264,1773946642496.6687,456,2214.1442511558057,1558.2982594930634
265,1773946642563.6345,476,2223.77782814936,1598.9573105105012
266,1773946642631.7788,468,2275.6217184436764,1714.727035315144
267,1773946642697.2683,489,2292.023517428531,1710.7890556025425
268,1773946642764.0144,459,2298.8131166057105,1687.156824667048
269,1773946642830.4656,396,2327.7518818160843,1681.6891858282613
270,1773946642897.7097,497,2358.0700420098415,1694.3628266128762
271,1773946642964.5396,474,2390.4740449522164,1716.3226388312662
272,1773946643030.5344,472,2408.412171860005,1689.3944959747696
273,1773946643097.5022,442,2389.403076792136,1680.6995760868497
274,1773946643164.2737,445,2360.0003405640905,1816.0733463616693
275,1773946643231.0283,489,2362.4025887258413,1882.7783232080328
276,1773946643297.611,484,2261.1139332714292,1665.3105145377178
277,1773946643364.5312,445,2248.7906999037396,1662.4303047062513
278,1773946643431.0227,484,2241.8041629462073,1653.6426916943356
279,1773946643497.6929,474,2217.1691504452674,1641.232913735683
280,1773946643564.8516,488,2198.097369461948,1622.0696701013812
281,1773946643631.8052,477,2201.1204950200918,1613.161366438945
