frame_id,timestamp,num_features,depth_mean,depth_std
0,1773945898430.6235,485,5205.1178793286335,3980.608807948849
1,1773945899229.8008,500,5286.5273936951835,4011.1999580953097
2,1773945899362.5093,500,5326.010261441844,4009.8759216225776
3,1773945899429.3733,500,5340.695629196386,4070.336686737905
4,1773945899496.1755,500,5350.854438630704,4089.333196109193
5,1773945899562.8513,500,5357.935143502279,4133.910068156642
6,1773945899629.5662,500,5343.595963465461,4087.8842746242954
7,1773945899696.139,500,5300.759645116451,3962.723784373686
8,1773945899830.2473,500,5307.765818117355,4061.6471024407456
9,1773945899896.5127,500,5326.354917588356,4158.520439398034
10,1773945899962.916,500,5301.782607771825,3988.905772203676
11,1773945900030.4229,500,5309.096782545165,4022.8492084187887
12,1773945900096.6091,500,5339.484727501144,4166.194447535181
13,1773945900163.2336,500,5315.149109302837,3910.6126954883325
14,1773945900230.2932,500,5346.153662987439,3968.8605360948873
15,1773945900363.8147,500,5305.559472897819,3989.458048823986
16,1773945900430.337,500,5274.6314503480135,4130.546451280272
17,1773945900497.203,500,5159.421596538177,3955.0853332843644
18,1773945900563.7605,500,5128.67573627547,3957.807870558157
19,1773945900630.4824,500,5145.366240360035,4181.3014189820715
20,1773945900697.213,500,5114.026900934154,4156.0516957124955
21,1773945900763.986,500,5109.5566793329035,4134.044894324885
22,1773945900830.5305,500,5087.249809069042,3984.6304599145324
23,1773945900897.5198,500,5045.647472403098,3928.6451788390673
24,1773945901030.465,500,5041.13820395957,3963.2213511218647
25,1773945901097.351,500,5105.886997564711,4322.283703927417
26,1773945901164.3284,500,5072.562267854392,4018.544841823278
27,1773945901297.735,500,5044.1009090192765,4102.442469073503
28,1773945901364.1196,500,5047.146390297717,4181.279707548545
29,1773945901431.5264,500,5039.569941348446,4104.27215502942
30,1773945901497.6465,500,5040.263418870562,4090.8045338896704
31,1773945901564.78,500,5065.540585822405,4271.574843004032
32,1773945901631.243,500,5081.134672551696,4319.001061161575
33,1773945901697.7117,500,5056.745930489938,4104.4635010709235
34,1773945901764.6577,500,5086.485909609363,4067.934193565132
35,1773945901831.0317,500,5110.876640897157,4128.015085074657
36,1773945901897.7158,500,5156.4077794182895,4070.155935954499
37,1773945901965.1016,500,5222.504102179579,4125.961613475685
38,1773945902031.8982,500,5315.547539601189,4362.3954434570705
39,1773945902098.2942,500,5389.819479587324,4295.487448503844
40,1773945902165.7532,500,5427.162985889652,4162.801966058883
41,1773945902231.9155,500,5446.860825076329,4109.705793617963
42,1773945902298.6921,500,5520.153844491196,4323.522280944423
43,1773945902431.955,500,5577.6704122282845,4241.3016227813005
44,1773945902498.5466,500,5647.000727147064,4147.772703602634
45,1773945902565.089,500,5730.810254748402,4161.122156391285
46,1773945902632.1487,500,5833.414511442325,4104.211484975083
47,1773945902699.0056,500,6038.724569391054,4011.8086026684664
48,1773945902765.5476,500,6211.132060899476,4086.475635568071
49,1773945902832.205,500,6259.287047465239,4059.1735099296234
50,1773945902898.9717,500,6249.96160213712,3985.764768507002
51,1773945902965.604,500,6238.4528695993495,4198.91054477598
52,1773945903032.5315,500,6088.889501890999,3963.716827701245
53,1773945903099.6096,500,5993.000206864392,3886.536599710149
54,1773945903166.0437,500,5923.889379941214,3986.8960492621395
55,1773945903232.714,500,5800.661002250552,3867.5304521743215
56,1773945903299.051,500,5715.358976613948,3836.3267565284705
57,1773945903432.5657,500,5812.065944662859,4142.431746157779
58,1773945903499.5706,500,5830.969136020578,4050.7815766668077
59,1773945903566.2969,500,5826.128814325096,4048.0064140052423
60,1773945903632.9353,500,5774.248906866044,4000.6065908160335
61,1773945903699.6396,500,5768.439007391764,4241.092746891671
62,1773945903833.17,500,5649.307489681791,4059.5942685250347
63,1773945903900.0105,500,5617.702595885156,4009.924972819432
64,1773945903966.1611,500,5595.960904086386,4119.443029423415
65,1773945904032.9282,500,5523.322148313782,3947.408569685191
66,1773945904099.725,500,5435.554331774334,3844.706584656358
67,1773945904166.5093,500,5368.385970054383,3836.704086059039
68,1773945904234.464,500,5380.250688637134,3808.694690460961
69,1773945904299.688,500,5313.455615355491,3768.633301737015
70,1773945904366.505,500,5293.408777990319,3933.9414029589993
71,1773945904500.0825,500,5209.073063342834,3711.2878637341614
72,1773945904566.8792,500,5221.034081061499,3824.259041238989
73,1773945904633.5408,500,5219.265453924575,3895.551983968246
74,1773945904700.2212,500,5214.659854923017,3801.193312873138
75,1773945904767.3044,500,5197.378213693944,3825.454803747964
76,1773945904833.7944,500,5214.6394668551375,3807.5908819121687
77,1773945904900.1296,500,5283.895182312619,3855.7435427425285
78,1773945904967.082,500,5287.179065629352,3898.846056662246
79,1773945905033.973,500,5261.861544636489,3873.191477979104
80,1773945905100.7627,500,5192.0905695242345,3840.00298399479
81,1773945905167.4272,500,5153.562719909236,3898.790308798353
82,1773945905234.1304,500,5126.507717405396,3964.47743983528
83,1773945905301.1746,500,5079.686843188663,4007.2290158448664
84,1773945905368.037,500,5013.42440675261,3881.423473100534
85,1773945905434.7744,500,4971.055481912177,3739.32816175451
86,1773945905501.1208,500,5088.009986242146,3978.6386098466073
87,1773945905567.6924,500,5112.6439401655925,3852.270358124877
88,1773945905634.066,500,5175.209962368426,3906.2991060191275
89,1773945905700.7104,500,5202.680867749841,3901.174291279525
90,1773945905767.7449,500,5242.996749015239,3877.0681541636886
91,1773945905834.663,500,5299.23499462042,3892.7765886658135
92,1773945905901.5364,500,5340.324729398234,3786.0365433265843
93,1773945906035.307,500,5441.600591971033,3831.5621704094083
94,1773945906101.6064,500,5454.145175837325,3774.923621545258
95,1773945906168.3684,500,5443.627011035049,3678.1945078480862
96,1773945906234.8596,500,5572.911114317145,3776.193060257
97,1773945906301.526,500,5655.0728096156745,3844.916179695603
